,Name,Description,Old Price,New Price,Discount,Size(s)
70,SLS-19-03 B,"Blue, Cotton Blend, Pin Striped Collar Shirt with Diagonal Button Placket Detail","PKR 2,680","PKR 1,608",40,X-Small
71,SLS-19-03 A,"White, Cotton Blend, Pin Striped Collar Shirt with Diagonal Button Placket Detail","PKR 2,680","PKR 1,608",40,Large
72,SLS-19-52,"100% Light weight Cotton, digital printed Lahore labelled T-shirt","PKR 1,385",PKR 831,40,X-Small/Small/Medium
73,SLS-19-51,"100% Light weight Cotton, digital printed Karachi labelled T-shirt","PKR 1,385",PKR 831,40,X-Small/Small/Medium
74,SLW-18-13 DP,"Navy blue, cotton, embroidered shirt with white stripes and cut out sleeves","PKR 3,215","PKR 1,608",50,X-Small/Small
75,Grey SLW-18-09,Black denim shirt with side stripe detail,"PKR 3,000","PKR 1,500",50,Small/Medium
76,SLW-18-10,"Grey, chambray top with asymmetric placket","PKR 3,000","PKR 1,500",50,X-Small/Small
77,SLW-18-03,"Grey, chambray, side striped shirt with pearl embellished cuffs","PKR 2,680","PKR 1,340",50,Small
78,SLW-18-01,"Sky blue, button-down, striped top","PKR 2,355","PKR 1,178",50,Medium
79,SLS-18-07 A,Crinkle Blouse With Knot Detail,"PKR 2,680","PKR 1,340",50,X-Small/Small/Medium/Large
80,Crinkle Blouse With Knot Detail SLS-18-07 B,Crinkle Blouse With Knot Detail,"PKR 2,680","PKR 1,340",50,X-Small/Small/Medium/Large
81,Multi 1 Pc Printed Polycrepe Top SLS-18-14,,"PKR 3,430","PKR 1,715",50,Small
82,Light Pink 1 Pc Polyester Top SLS-18-22 A,Plain Shirt with Tied Sleeves & Pearl Detail Collar,"PKR 2,680","PKR 1,340",50,Small
83,Light Blue 1 Pc Chembary Cotton Shirt SLS-18-20 A,Collar Shirt with Button Down Sleeves,"PKR 2,680","PKR 1,340",50,X-Small/Large
