,Name,Description,Composition & Care,Old Price,New Price,Discount,Size(s),Product Link
86,Statement T-shirt,"Drop shoulder t-shit featuring color block and snake print details, round neck, statement print and broad ribbed hem","52%Polyester,48%Cotton
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 2,490","PKR 1,690",32%,"S,M,L",https://outfitters.com.pk/collections/women/products/wtf492105-wht
87,Basic Chenille Sweater,Chenille sweater with a crew neck and drop shoulder,"Cotton,Polyester
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 2,290","PKR 1,590",30%,"S,M,L",https://outfitters.com.pk/collections/women/products/wtp492094-blk
88,NAVY PANT,Slim fit pant with zipper fly and top button fastening,"Cotton
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,690","PKR 1,890",29%,"XS,S,M,L",https://outfitters.com.pk/collections/women/products/wbf492132nvy
89,JEANS,,"Cotton
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,690","PKR 1,890",29%,"26,28,30,32,34",https://outfitters.com.pk/collections/women/products/wbf492149dgr
90,sneaker,,"Cotton
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 3,990","PKR 2,790",30%,"36,37,38,39,40,41",https://outfitters.com.pk/collections/women/products/wff492155org
91,sneaker,,"Cotton
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 3,990","PKR 2,790",30%,"36,37,38,39,40,41",https://outfitters.com.pk/collections/women/products/wff492159brz
92,sneaker,,"Cotton
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 3,990","PKR 2,790",30%,"36,37,38,39,40,41",https://outfitters.com.pk/collections/women/products/wfp492160wht
93,sneaker,,"Cotton
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 3,990","PKR 2,790",30%,"36,37,38,39,40,41",https://outfitters.com.pk/collections/women/products/wfp492160yel
94,Fries before guys' T-shirt,"T-shirt with a round neck, three-quarter sleeves and sequence details on fries bucket design","90% Cotton, 10% Polyester
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 1,990","PKR 1,390",30%,"S,M,L",https://outfitters.com.pk/collections/women/products/wtf492106olv
95,Chevron Pattern shirt,"Round neck shirt long sleeves, self-adjustable drawstrings and chevron pattern","Cotton
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 2,490","PKR 1,690",32%,"XS,S,M,L",https://outfitters.com.pk/collections/women/products/wtf492119cgw
96,Statement T-shirt,"Hoodie featuring zip-up front, contrast drawstrings, drop shoulder and ribbed elastic hem and sleeves","Cotton,Polyester
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 1,290",PKR 890,31%,"S,M,L",https://outfitters.com.pk/collections/women/products/wtp392008bur
97,Statement T-shirt,"Hoodie featuring zip-up front, contrast drawstrings, drop shoulder and ribbed elastic hem and sleeves","Cotton,Polyester
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 1,290",PKR 890,31%,"S,M,L",https://outfitters.com.pk/collections/women/products/wtp392008nvy
98,SHIRT,,"Cotton,Polyester
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 2,890","PKR 1,990",31%,"L,M,S,XS",https://outfitters.com.pk/collections/women/products/wtp492115gry
99,BOOT,,"Cotton,Polyester
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 5,490","PKR 3,790",30%,"36,37,38,39,40,41",https://outfitters.com.pk/collections/women/products/wff492165-brn
100,PUMPS,,"Cotton,Polyester
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 3,490","PKR 2,390",31%,"36,37,38,39,40,41",https://outfitters.com.pk/collections/women/products/wfc492298-bkw
101,PUMPS,,"Cotton,Polyester
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 2,990","PKR 2,090",30%,"36,37,38,39,40,41",https://outfitters.com.pk/collections/women/products/wfc492297-pnk
102,PUMPS,,"Cotton,Polyester
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 2,990","PKR 2,090",30%,"36,37,38,39,40,41",https://outfitters.com.pk/collections/women/products/wfc492171-blp
103,heel boots,,"Cotton,Polyester
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 4,990","PKR 3,490",30%,"36,37,38,39,40,41",https://outfitters.com.pk/collections/women/products/wff492164-bur
104,PUMPS,,"Cotton,Polyester
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 3,490","PKR 2,390",31%,"36,37,38,39,40,41",https://outfitters.com.pk/collections/women/products/wfc492169-wht
105,PUMPS,,"Cotton,Polyester
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 3,490","PKR 1,690",51%,"36,37,38,39,40,41",https://outfitters.com.pk/collections/women/products/wfc492168-blk
106,SHOES,,"Cotton,Polyester
Wash and medium iron inside out
Do not keep in damp state
Do not bleach and tumble dry
Dry flat and avoid direct sunlight
Dry clean, any solvent except trichloroethylene","PKR 4,490","PKR 3,090",31%,"36,37,38,39,40,41",https://outfitters.com.pk/collections/women/products/wfp492161-slv
107,Crossbody belt bag,"Faux leather bag with zip fastening, front pocket, short faux fur strap and one long detachable strap","Do not wash
Do not bleach
Do not Iron
Do not dry clean
Do not tumble dry","PKR 3,490","PKR 2,390",31%,FREE,https://outfitters.com.pk/collections/women/products/wac492174wne
108,Crossbody belt bag,"Crossbody bag with short plastic chain strap, front lapel with magnetic fastening and one detachable long strap","Do not wash
Do not bleach
Do not Iron
Do not dry clean
Do not tumble dry","PKR 2,990","PKR 2,090",30%,FREE,https://outfitters.com.pk/collections/women/products/wac492179blk
109,Crossbody belt bag,"Crossbody bag with short plastic chain strap, front lapel with magnetic fastening and one detachable long strap","Do not wash
Do not bleach
Do not Iron
Do not dry clean
Do not tumble dry","PKR 2,990","PKR 2,090",30%,FREE,https://outfitters.com.pk/collections/women/products/wac492179pnk
110,Crossbody belt bag,"Crossbody bag featuring zip pocket on front, snake textured long belt and zip fastening top","Do not wash
Do not bleach
Do not Iron
Do not dry clean
Do not tumble dry","PKR 3,690","PKR 2,590",29%,FREE,https://outfitters.com.pk/collections/women/products/waf492176blk
111,Crossbody belt bag,"Crossbody bag featuring zip pocket on front, snake textured long belt and zip fastening top","Do not wash
Do not bleach
Do not Iron
Do not dry clean
Do not tumble dry","PKR 3,690","PKR 2,590",29%,FREE,https://outfitters.com.pk/collections/women/products/waf492176wne
112,Saddle Shoulder bag,Saddle bag with crocodile texture and brown button details,"Do not wash
Do not bleach
Do not Iron
Do not dry clean
Do not tumble dry","PKR 3,990","PKR 2,790",30%,FREE,https://outfitters.com.pk/collections/women/products/waf492177blk
113,Saddle Shoulder bag,Saddle bag with crocodile texture and brown button details,"Do not wash
Do not bleach
Do not Iron
Do not dry clean
Do not tumble dry","PKR 3,990","PKR 2,790",30%,FREE,https://outfitters.com.pk/collections/women/products/waf492177yel
114,Tote bag,Tote bag with logo details on front and zip fastening,"Do not wash
Do not bleach
Do not Iron
Do not dry clean
Do not tumble dry","PKR 3,990","PKR 2,790",30%,FREE,https://outfitters.com.pk/collections/women/products/waf492181pnk
115,Snake-effect wallet,"Wallet with snake effect on one side, multiple card slots, inner zip pocket and zip fastening","Do not wash
Do not bleach
Do not Iron
Do not dry clean
Do not tumble dry","PKR 1,690","PKR 1,190",29%,FREE,https://outfitters.com.pk/collections/women/products/waf492186blu
116,Snake-effect wallet,"Wallet with snake effect on one side, multiple card slots, inner zip pocket and zip fastening","Do not wash
Do not bleach
Do not Iron
Do not dry clean
Do not tumble dry","PKR 1,690","PKR 1,190",29%,FREE,https://outfitters.com.pk/collections/women/products/waf492186bur
117,Camouflage bag,"Faux fur bag featuring camouflage design, zip fastening and chain strap","Do not wash
Do not bleach
Do not Iron
Do not dry clean
Do not tumble dry","PKR 2,690","PKR 1,890",29%,FREE,https://outfitters.com.pk/collections/women/products/waf492189grn
118,Camouflage bag,"Faux fur bag featuring camouflage design, zip fastening and chain strap","Do not wash
Do not bleach
Do not Iron
Do not dry clean
Do not tumble dry","PKR 2,690","PKR 1,890",29%,FREE,https://outfitters.com.pk/collections/women/products/waf492189gry
