,Name,Description,Composition & Care,Old Price,New Price,Discount,Size(s),Product Link
133,Embellished Shirt,"Long sleeve shirt with a round neck, color block at hem and thread and sequin details on front","88% Cotton,12% Polyester
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,690","PKR 1,190",29%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtf496057nvy
134,Ribbed Detail T-Shirt,Add Style to your little ones wardrobe with this textured pink full sleeves t-shirt with a round neck and buttons along the shoulders,"100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,290",PKR 690,46%,"04-05Y,05-06Y,07-08Y,06-07Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgtf496047jde
135,Embroidered Sweatshirt,"Round neck shirt with elastic sleeves, slit hem and embroidery on front and sleeves","90%Cotton,10%Polyester
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,590","PKR 1,090",31%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtf496037yel
136,Relaxed Fit Casual Sweatshirt,Basic Black Sweatshirt with yellow and white stripes down the sleeves featuring a collar with a midway zip closure and ribbed cuffs . Ensuring your kids have comfort and style on the go.,"Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 2,490","PKR 1,190",52%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgtf496031blk
137,Jumpsuit,"Kent collar jumpsuit with long sleeves, button up front and belt around the waist","80% Cotton, 20% Polyester
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 2,690","PKR 1,290",52%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtf396026blk
138,Denim Shirt with applique,"A classic blue denim shirt featuring a point collar embellished with jewels, a chest patch pocket and a front button closure.","Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly
 Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,890","PKR 1,290",31%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgtc496067blu
139,Smock Detailed Pink T-shirt,"A textured t-shirt featuring a smock detail near the waist, a round neck and full length sleeve.","Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly
 Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,090",PKR 590,45%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgtc496051pnk
140,Regular fit Black Denim Jeans,"Regular fit Black Denim Jeans featuring a washed design, five pockets and a front button closure. Made of cotton rich blend to ensure maximum comfort and style.","Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly
 Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,890",PKR 990,47%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgbp496098blk
141,Striped Jogger Pant,"ail:
Jogger pant with a dash of white stripes along the sides","100% Polyester
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 1,290",PKR 890,31%,"11-12Y,13-14Y,04-05Y,05-06Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgbf496089wne
142,Regular fit strap belted Rust Trouser,Long Design pants with belt loops and adjustable broad belt,"98% Cotton, 2% Spandex
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,890",PKR 990,47%,"04-05Y,05-06Y,07-08Y,06-07Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgbf496081rst
143,Regular fit strap belted Beige Trouser,Long Design pants with belt loops and adjustable broad belt,"98% Cotton, 2% Spandex
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,890",PKR 990,47%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgbf496081bge
144,Ribbed Grey Trouser,Grey Ribbed Trouser made from a cotton rich blend ensuring maximum comfort featuring a boot cut fit and an elastic waist band.,"Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne",PKR 990,PKR 690,30%,"04-05Y,05-06Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgbc496093gry
145,Ribbed Blue Trouser,Ribbed Blue Trouser made from a cotton rich blend ensuring maximum comfort featuring a boot cut fit and an elastic waist band.,"Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne",PKR 990,PKR 690,30%,"04-05Y,05-06Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgbc496093blu
146,"High Neck ""Love In the Air"" Sweatshirt","Add a touch of elegance with this high neck orange Sweatshirt made of cotton featuring a slogan and a print on the front, and ribbed trims. Designed to keep you little one warm during winters.","Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne.",PKR 890,PKR 590,33%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgtp495017org
147,"High Neck ""Love In the Air"" Navy Sweatshirt","Add a touch of elegance with this high neck Navy Sweatshirt  made of cotton featuring a ""Love In The Air"" slogan with a floral print on the front, and  ribbed trims. Designed to keep you little one warm during winters","Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach. Do not Tumble Dry, Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne",PKR 890,PKR 590,33%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgtp495017nvy
148,Ribbed Sequin Dress,Raise your girl's party style status with the latest trend in the market - our Couture Collection's scuba fabric Frock for girls. This prom-perfect design features a Sparkle design in full sleeves for an extra style hit. It is pleated for fullness. This dress for baby girls will ensure she's a stylish guest at this season's parties.,"100 % Polyester.
Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne.","PKR 1,290",PKR 890,31%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgtf495055pnk
149,Ribbed Sequin Dress,Raise your girl's party style status with the latest trend in the market - our Couture Collection's scuba fabric Frock for girls. This prom-perfect design features a Sparkle design in full sleeves for an extra style hit. It is pleated for fullness. This dress for baby girls will ensure she's a stylish guest at this season's parties.,"100 % Polyester.


Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly.

Do not bleach.
 Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,290",PKR 890,31%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgtf495055grn
150,SHIRT,Round neck shirt with long sleeves and elastic trim. Featuring a buttoned teardrop opening in the back and ruffle trims in the yoke.,"Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne.","PKR 1,690",PKR 890,47%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgtf495054nvy
151,Embroidered Graphic T-shirt,Long Sleeves Round Neck T shirt With a Penguin Imprint made from cotton providing you Kids with comfort and style ! An essential for your little one's wardrobe.,"100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne.",PKR 790,PKR 390,50%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/girls/products/tgtf495043crl
152,Embroidered Graphic T-shirt,Long Sleeves Round Neck T shirt With a Penguin Imprint made from cotton providing you Kids with comfort and style! An essential for your little one's wardrobe.,"100% Cotton.
Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly.
Do not bleach. Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne",PKR 790,PKR 390,50%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/girls/products/tgtf495043bge
153,T-SHIRT,A Basic graphic round neck T-Shirt Featuring magenta color with an applique made from cotton providing you Kids with comfort and style ! An essential for your little one's wardrobe.,"100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne.",PKR 690,PKR 490,28%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgtf495040mgn
154,T-SHIRT,A Basic graphic round neck T-Shirt Featuring magenta color with an applique made from cotton providing you Kids with comfort and style ! An essential for your little one's wardrobe.,"100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne.",PKR 690,PKR 490,28%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgtf495040jde
155,Slogan T-Shirt,A Basic graphic round neck T-Shirt made from cotton providing you Kids with comfort and style ! An essential for your little one's wardrobe.,"100% Cotton.
Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne",PKR 690,PKR 490,28%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgtf495036prp
156,Slogan T-Shirt,A Basic graphic round neck T-Shirt made from cotton providing you Kids with comfort and style ! An essential for your little one's wardrobe.,"100% Cotton.
Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne",PKR 690,PKR 490,28%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgtf495036dpk
157,Smocked Detailed Graphic T-shirt,Round Neck White T-Shirt with Hearts imprinted on made from cotton providing you Kids with comfort and style! An essential for your little one's wardrobe,"100% Cotton.
Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne.",PKR 790,PKR 490,37%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgtf495034wht
158,Smocked Detailed Graphic T-shirt,Round Neck White T-Shirt with Hearts imprinted on made from cotton providing you Kids with comfort and style! An essential for your little one's wardrobe,"100% Cotton.
Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne.",PKR 790,PKR 490,37%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgtf495034nvy
159,Mickey Mouse Disney SweatShirt,Mickey Mouse Inspired Hooded Sweatshirt in a Dark Pink color made of cotton. Designed to keep you little one warm during winters,"100% Cotton.


Wash inside out, use recommended detergent for colors, please line dry in shade, do  not dry with sunlight directly.

Do not bleach.
 Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,390",PKR 690,50%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgtf495028dpk
160,SWEATSHIRT,Keep your little one warm and cozy in this cute red sweatshirt featuring a sparkly round neck and ribbed trims with a shine slogan on the front.,"80% Cotton 20% Polyester
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne.",PKR 890,PKR 590,33%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgtf495024red
161,SWEATSHIRT,You can never go wrong with this green Sweatshirt from the basics collection featuring a round neck and ribbed trims made of cotton with cuffed sleeves. Designed to keep you little one warm during winters.,"80% Cotton 20% Polyester
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne",PKR 890,PKR 590,33%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgtf495024grn
162,Round neck Bunny rabbit sweatshirt,"Pink round neck sweatshirt featuring a rabbit design adorned with pompoms, ribbed trims and cuffs. Making sure your little one is always warm.","80% Cotton, 20% Polyester
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 1,090",PKR 790,27%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgtf495018mrd
163,Be Colorful’ Statement Sweatshirt,"Crew neck sweatshirt with contrast sleeves, colorful dot design and embroidered statement","100% Cotton 
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight",PKR 990,PKR 490,50%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgtf495016ofc
164,SUIT,Two-piece pajamas set with a slogan and cat print T-shirt featuring a round neckline and long sleeves. Basic Navy Trousers featuring an elastic waistband and cuffed hems.,"60% Cotton, 40% Polyester
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach, do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,090",PKR 790,27%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/girls/products/tgtc495095gny
165,Buttoned Down Light Pink shirt,A classic buttoned down shirt with a twist features a classic collar and button fastening with crystal like buttons down the front.,"Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,490",PKR 790,46%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgtc495051pnk
166,Buttoned Down Light Blue shirt,A classic buttoned down shirt with a twist features a classic collar and button fastening with crystal like buttons down the front.,"Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach. Do not Tumble Dry, Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,490",PKR 790,46%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgtc495051lbl
167,Slogan Hooded SweatShirt,Empower you little one with this Hooded Sweatshirt in a Blue color made of cotton with cuffed sleeves. Designed to keep you little one warm during winters.,"100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
 Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne",PKR 990,PKR 690,30%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgtc495026nvy
168,Denim Distressed Jeans,"Do Denim Everyday with Outfitters! Little or not, distressed jeans are for everyone. Let your junior express her style in these distressed, denim jeans with rugged cuffs. Stretchable waist and belt loops make it easy to wear while making a fashion statement.","67% Cotton,31% Polyester,2% Elastane
Wash at maximum 30°
Do not bleach
Iron inside out,Tumble dry low","PKR 1,590","PKR 1,090",31%,"03-06M,06-09M,09-12M,12-18M,18-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgbf495075lbl
169,Ribbed Pink Trouser,Ribbed pink Trouser made from a cotton rich blend ensuring maximum comfort featuring a boot cut fit and an elastic waist band.,"73% Polyester, 27% Viscose
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach. Do not Tumble Dry, Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne",PKR 690,PKR 490,28%,"03-06M,06-12M,12-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgbf495066pnk
170,Ribbed Blue Trouser,Ribbed Blue Trouser made from a cotton rich blend ensuring maximum comfort featuring a boot cut fit and an elastic waist band.,"73% Polyester, 27% Viscose
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach. Do not Tumble Dry, Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne",PKR 690,PKR 490,28%,"03-06M,06-12M,12-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgbf495066nvy
171,Maroon Check Trouser,Check trouser with an elastic waistband and belt applique on the front.,"100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne.",PKR 990,PKR 690,30%,"03-06M,06-12M,12-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgbf495065mrn
172,Black Check Trouser,Check trousers with an elastic waistband and belt appliqués on the front.,"Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach. Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne",PKR 990,PKR 690,30%,"03-06M,06-12M,12-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgbf495065blk
173,Denim Distressed Jeans,"Do Denim Everyday with Outfitters! These light blue, bell bottom jeans will be your little one's favourite. Stretchable waist and belt loops make it easy to wear. Pair them with your favourite T-Shirt and you're good to go!","67% Cotton,31% Polyester,2% Elastane
Wash at maximum 30°
Do not bleach
Iron inside out, Tumble dry low","PKR 1,390",PKR 990,28%,"12-18M,18-24M,02-03Y,03-04Y,03-06M,06-09M,09-12M",https://outfitters.com.pk/collections/girls/products/tgbc495071lbl
174,Ribbed Detail Trouser,Black Ribbed trousers with a pop of Gold contrast on the side and an elastic waistband with Tapered-edge hems,"49% Polyester,46% cotton,5% Spandex
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne",PKR 790,PKR 490,37%,"03-06M,06-12M,12-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgbc495063pnk
175,Ribbed Detail Trouser,Black Ribbed trousers with a pop of Gold contrast on the side and an elastic waistband with Tapered-edge hems.,"49% Polyester,46% cotton,5% Spandex
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne,",PKR 790,PKR 490,37%,"03-06M,06-12M,12-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgbc495063brn
176,Ribbed Detail Trouser,Black Ribbed trouser with a pop of Gold contrast on the side and an elastic waistband with Tapered-edge hems.,"49% Polyester,46% cotton,5% Spandex
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne",PKR 790,PKR 490,37%,"03-06M,06-12M,12-24M,02-03Y,03-04Y",https://outfitters.com.pk/collections/girls/products/tgbc495063blk
177,Star Print T-shirt,Full sleeves printed T-Shirt with a shooting star imprint made from cotton providing your Kids with comfort and style ! An essential for your little one's wardrobe.,"100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne,",PKR 890,PKR 590,33%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgtp496046mrn
178,Ribbed Sequin Dress,Raise your girl's party style status with the latest trend in the market - our Couture Collection's scuba fabric Frock for girls. This prom-perfect design features a Sparkle design in full sleeves for an extra style hit. It is pleated for fullness. This dress for baby girls will ensure she's a stylish guest at this season's parties.,"100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly/li>
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne,","PKR 1,690","PKR 1,190",29%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtf496080grn
179,SHIRT,Chain check pattern design with back/front buttons on collar,"100% Cotton
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,490",PKR 790,46%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgtf496079wht
180,SHIRT,Chain check pattern design with back/front buttons on collar,"100% Cotton
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,490",PKR 790,46%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgtf496079blk
181,Glitter Sweatshirt,"Glittery sweatshirt with long sleeves and elastic crew neck, sleeves and hem","100% Cotton 
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,490",PKR 790,46%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgtf496063yel
182,Glitter Sweatshirt,"Glittery sweatshirt with long sleeves and elastic crew neck, sleeves and hem","100% Cotton 
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,490",PKR 790,46%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgtf496063red
183,Monochrome Shirt,"Round neck shirt with a flow design, long sleeves with frills at the cuff and button teardrop fastening at back","100% Polyester
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,490",PKR 990,33%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtf496056blk
184,Ribbed Detail T-Shirt,Add Style to your little ones wardrobe with this textured pink full sleeves t-shirt with a round neck and buttons along the shoulders,"100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach.
Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 1,290",PKR 690,46%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgtf496047pnk
185,Relaxed Fit Casual Sweatshirt,Basic Black Sweatshirt with yellow and white stripes down the sleeves featuring a collar with a midway zip closure and ribbed cuffs . Ensuring your kids have comfort and style on the go.,"Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly
Do not bleach, Do not Tumble Dry , Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichlorethyne","PKR 2,490","PKR 1,190",52%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgtf496031dpk
186,Leopard' shirt,"Flowy button down shirt with long sleeves, buttoned cuffs and pleats details","Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,790",PKR 890,50%,"11-12Y,13-14Y,04-05Y,05-06Y,06-07Y,07-08Y,09-10Y",https://outfitters.com.pk/collections/girls/products/jgtc496070bbo
187,Embellished Shirt,Classic collar shirt with long sleeves and buttoned cuffs and decorative glass beads detail,"100% Cotton
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,690",PKR 890,47%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgtc496068pnk
188,Embellished Shirt,Classic collar shirt with long sleeves and buttoned cuffs and decorative glass beads detail,"100% Cotton
Wash and medium iron inside out
Do not bleach or tumble dry
Dry clean, any solvent except trichloroethylene
Dry flat and avoid direct sunlight","PKR 1,690",PKR 890,47%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgtc496068lbl
189,Kids Shirt Girls,Buttoned down check shirt featuring a round neck with smocked detailing along the cuffs and shoulders.,"100% Cotton
Wash inside out, use recommended detergent for colors, please line dry in shade, do not dry with sunlight directly.
Do not bleach. Do not Tumble Dry, Dry Flat, Medium Iron Inside out, Dry cleanable any solvent except trichloroethylene","PKR 1,690","PKR 1,190",29%,"04-05Y,05-06Y,06-07Y,07-08Y,09-10Y,11-12Y,13-14Y",https://outfitters.com.pk/collections/girls/products/jgtc496066bkm
