,Name,Description,Old Price,New Price,Discount,Size(s)
19,WCS19-BDS-006 Complete Bed Set,"COMPLETE BED SET
Sizes:
Single:
1 Bed Sheet - 160 x 260 CM
1 Quilt Cover - 152 X 240 CM
2 Pillow Covers - 48 X 76 CM
 
Double:
1 Bed Sheet - 240 x 260 CM
1 Quilt Cover - 230 X 240 CM
4 Pillow Covers - 48 X 76 CM
 
King:
1 Bed Sheet - 270 x 260 CM
1 Quilt Cover - 265 X 240 CM
4 Pillow Covers - 48 X 76 CM","PKR 5,200","PKR 2,600",50,Single/King
20,AW19-001 Bed Sheet Set,"Bed Sheet Set:
T-150 – Easy Care Collection

Easy care
Non- Iron
Wrinkle Resistance
High Strength
Durable
Affordable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 1,700",PKR 850,50,Single/King
21,WCS19-BDS-007 Complete Bed Set,"COMPLETE BED SET
Sizes:
Single:
1 Bed Sheet - 160 x 260 CM
1 Quilt Cover - 152 X 240 CM
2 Pillow Covers - 48 X 76 CM
 
Double:
1 Bed Sheet - 240 x 260 CM
1 Quilt Cover - 230 X 240 CM
4 Pillow Covers - 48 X 76 CM
 
King:
1 Bed Sheet - 270 x 260 CM
1 Quilt Cover - 265 X 240 CM
4 Pillow Covers - 48 X 76 CM","PKR 7,800","PKR 3,900",50,Double/King
22,WCS19-BDS-005 Complete Bed Set,"COMPLETE BED SET
Sizes:
Single:
1 Bed Sheet - 160 x 260 CM
1 Quilt Cover - 152 X 240 CM
2 Pillow Covers - 48 X 76 CM
 
Double:
1 Bed Sheet - 240 x 260 CM
1 Quilt Cover - 230 X 240 CM
4 Pillow Covers - 48 X 76 CM
 
King:
1 Bed Sheet - 270 x 260 CM
1 Quilt Cover - 265 X 240 CM
4 Pillow Covers - 48 X 76 CM","PKR 5,200","PKR 2,600",50,Double/Single/King
23,AW19-017 Bed Sheet Set,"Bed Sheet Set:
T-150 – Easy Care Collection

Easy care
Non- Iron
Wrinkle Resistance
High Strength
Durable
Affordable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 1,700",PKR 850,50,Double/Single
24,AW19-013 Bed Sheet Set,"Bed Sheet Set:
T-150 – Easy Care Collection

Easy care
Non- Iron
Wrinkle Resistance
High Strength
Durable
Affordable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 1,700",PKR 850,50,Double/Single/King
25,AW19-010 Bed Sheet Set,"Bed Sheet Set:
T-150 – Easy Care Collection

Easy care
Non- Iron
Wrinkle Resistance
High Strength
Durable
Affordable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 2,550","PKR 1,275",50,Double/King
26,AW19-005 Bed Sheet Set,"Bed Sheet Set:
T-150 – Easy Care Collection

Easy care
Non- Iron
Wrinkle Resistance
High Strength
Durable
Affordable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 3,100","PKR 1,550",50,King
27,Cream Double Ply Fleece,"Package Includes:

1 Ply Fleece

Size:

Single: 145x240 cm
Double: 200x240 cm

 
Single Ply Fleece Throw
Soft and cozy, these printed blankets feature unique homely designs that will suit any aesthetic. The top of the blanket has a velvety feel, while the opposite side is smoother and resembles wool.
Double Ply Fleece Throw
Add a touch of elegance and warmth to your home with the finest quality and exclusive Double Ply Reversible Fleece blankets. The fabulous feeling you get is captured in the softness of this blanket; this smooth blanket throw will keep you cozy during the long cold winter while giving your bed elegant opulence.","PKR 5,500","PKR 2,750",50,Double/Single
28,Salmon Double Ply Fleece,"Package Includes:

1 Ply Fleece

Size:

Single: 145x240 cm
Double: 200x240 cm

 
Single Ply Fleece Throw
Soft and cozy, these printed blankets feature unique homely designs that will suit any aesthetic. The top of the blanket has a velvety feel, while the opposite side is smoother and resembles wool.
Double Ply Fleece Throw
Add a touch of elegance and warmth to your home with the finest quality and exclusive Double Ply Reversible Fleece blankets. The fabulous feeling you get is captured in the softness of this blanket; this smooth blanket throw will keep you cozy during the long cold winter while giving your bed elegant opulence.","PKR 5,500","PKR 2,750",50,Single
29,Pillow Covers Pair 6 PC Set,"Size: 48x76 cm
Pillow covers will be delivered in assorted colors and designs.
Reasons To Shop With Ideas:

FREE Nationwide Delivery
We offer FREE of cost delivery across Pakistan. There is no spending limit to avail free delivery. Products starting from as low as PKR 450 will be delivered to your address without any additional charges.
24x7x365 Customer Support
We offer uninterrupted, real-time online customer support with Live chat on our website. You can contact us on our Facebook Page. Our email handling services are available to assist you with all your queries, simply contact our customer care department by emailing us at customerservice@gulahmedshop.com or you can call us at +92-21-111-143-327.
Payment security and Convenience
We have secure integrated channels to offer you a seamless online payment experience. For the convenience of our customers we also offer Cash on Delivery nationwide for quick and easy distribution.
30-Days Return/Exchange Policy
You may return a product within 30 days of delivery. Products purchased online can be exchanged from any of our branches nationwide even suring sale period. For the utmost convenience of our customers we offer pick-up from your doorstep. If you need to return a product, contact our customer care department by emailing us at customerservice@gulahmedshop.com or call us at +92-21-111-143-327.
FREE Worldwide Shipping*
Don't live in Pakistan? Worry not. We offer FREE global shipping on all orders above 150USD. During SALE periods we offer FREE worldwide shipping on all orders above 250USD","PKR 1,700",PKR 510,70,
30,WCS19-BDS-015 Complete Bed Set,"COMPLETE BED SET
Sizes:
Single:
1 Bed Sheet - 160 x 260 CM
1 Quilt Cover - 152 X 240 CM
2 Pillow Covers - 48 X 76 CM
 
Double:
1 Bed Sheet - 240 x 260 CM
1 Quilt Cover - 230 X 240 CM
4 Pillow Covers - 48 X 76 CM
 
King:
1 Bed Sheet - 270 x 260 CM
1 Quilt Cover - 265 X 240 CM
4 Pillow Covers - 48 X 76 CM","PKR 5,200","PKR 2,600",50,Double/Single/King
31,WCS19-BDS-013 Complete Bed Set,"COMPLETE BED SET
Sizes:
Single:
1 Bed Sheet - 160 x 260 CM
1 Quilt Cover - 152 X 240 CM
2 Pillow Covers - 48 X 76 CM
 
Double:
1 Bed Sheet - 240 x 260 CM
1 Quilt Cover - 230 X 240 CM
4 Pillow Covers - 48 X 76 CM
 
King:
1 Bed Sheet - 270 x 260 CM
1 Quilt Cover - 265 X 240 CM
4 Pillow Covers - 48 X 76 CM","PKR 5,200","PKR 2,600",50,Double/Single/King
32,WCS19-BDS-011 Complete Bed Set,"COMPLETE BED SET
Sizes:
Single:
1 Bed Sheet - 160 x 260 CM
1 Quilt Cover - 152 X 240 CM
2 Pillow Covers - 48 X 76 CM
 
Double:
1 Bed Sheet - 240 x 260 CM
1 Quilt Cover - 230 X 240 CM
4 Pillow Covers - 48 X 76 CM
 
King:
1 Bed Sheet - 270 x 260 CM
1 Quilt Cover - 265 X 240 CM
4 Pillow Covers - 48 X 76 CM","PKR 5,200","PKR 2,600",50,Double/Single/King
33,WCS19-BDS-008 Complete Bed Set,"COMPLETE BED SET
Sizes:
Single:
1 Bed Sheet - 160 x 260 CM
1 Quilt Cover - 152 X 240 CM
2 Pillow Covers - 48 X 76 CM
 
Double:
1 Bed Sheet - 240 x 260 CM
1 Quilt Cover - 230 X 240 CM
4 Pillow Covers - 48 X 76 CM
 
King:
1 Bed Sheet - 270 x 260 CM
1 Quilt Cover - 265 X 240 CM
4 Pillow Covers - 48 X 76 CM","PKR 5,200","PKR 2,600",50,Double/Single/King
34,AW19-031 Bed Sheet Set,"Bed Sheet Set:
T-150 – Easy Care Collection

Easy care
Non- Iron
Wrinkle Resistance
High Strength
Durable
Affordable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 2,550","PKR 1,275",50,Double/King
35,AW19-030 Bed Sheet Set,"Bed Sheet Set:
T-150 – Easy Care Collection

Easy care
Non- Iron
Wrinkle Resistance
High Strength
Durable
Affordable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 1,700",PKR 850,50,Double/Single/King
36,AW19-008 Bed Sheet Set,"Bed Sheet Set:
T-150 – Easy Care Collection

Easy care
Non- Iron
Wrinkle Resistance
High Strength
Durable
Affordable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 2,550","PKR 1,275",50,Double
37,WCS19-BDS-004 Complete Bed Set,"COMPLETE BED SET
Sizes:
Single:
1 Bed Sheet - 160 x 260 CM
1 Quilt Cover - 152 X 240 CM
2 Pillow Covers - 48 X 76 CM
 
Double:
1 Bed Sheet - 240 x 260 CM
1 Quilt Cover - 230 X 240 CM
4 Pillow Covers - 48 X 76 CM
 
King:
1 Bed Sheet - 270 x 260 CM
1 Quilt Cover - 265 X 240 CM
4 Pillow Covers - 48 X 76 CM","PKR 7,800","PKR 3,900",50,Double/King
38,AW19-038 Bed Sheet Set,"Bed Sheet Set:
T-150 – Easy Care Collection

Easy care
Non- Iron
Wrinkle Resistance
High Strength
Durable
Affordable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 1,700",PKR 850,50,Double/Single/King
39,Scarlet T-200 Bed Throw,"Bed Throw:
Package Includes:

1 Bed Throw

Size:

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 6,250","PKR 4,375",30,Double
40,Cornus T-150 Bed Throw,"Bed Throw:
Package Includes:

1 Bed Throw

Size:

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 5,300","PKR 2,650",50,Double
41,Vintage Teal Bed Throw,"Bed Throw:
Package Includes:

1 Bed Throw

Size:

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 8,000","PKR 5,600",30,Double
42,Vintage Beige Bed Throw,"Bed Throw:
Package Includes:

1 Bed Throw

Size:

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 8,000","PKR 5,600",30,Double
43,Damask Red Bed Throw,"Bed Throw:
Package Includes:

1 Bed Throw

Size:

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 8,000","PKR 5,600",30,Double
44,Damask Blue Bed Throw,"Bed Throw:
Package Includes:

1 Bed Throw

Size:

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 8,000","PKR 5,600",30,Double
45,Damask Aqua Bed Throw,"Bed Throw:
Package Includes:

1 Bed Throw

Size:

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 8,000","PKR 5,600",30,Double
46,Tango Red Bathrobe VELOUR,"Velour Bathrobe
These luxurious robes have a premium quality velour exterior, giving a wonderful velvety feel and absorbent 100% cotton toweling on the interior. Available in a range of fashionable colors, this bathrobe is suitable for both men and women. This includes pair of slippers.
 Features:

Extra Absorbent
Premium Quality
Soft & Comfortable
Unisex","PKR 4,250","PKR 2,975",30,X-Small/X-Large
47,Light Blue Dyed Fitted Sheet T-150,"Fitted sheet
Put a stop to ill-fitting bed sheets and late night scrambles to get your bed sheets back on the bed with our range of fitted sheets. Perfect for your mattress to make sure everything stays tucked in tight.","PKR 1,400","PKR 1,120",20,Double/Single/King
48,Grey Dyed Fitted Sheet T-150,"Fitted sheet
Put a stop to ill-fitting bed sheets and late night scrambles to get your bed sheets back on the bed with our range of fitted sheets. Perfect for your mattress to make sure everything stays tucked in tight.","PKR 1,400","PKR 1,120",20,Double/Single/King
49,WCS19-BDS-001 Complete Bed Set,"COMPLETE BED SET
Sizes:
Single:
1 Bed Sheet - 160 x 260 CM
1 Quilt Cover - 152 X 240 CM
2 Pillow Covers - 48 X 76 CM
 
Double:
1 Bed Sheet - 240 x 260 CM
1 Quilt Cover - 230 X 240 CM
4 Pillow Covers - 48 X 76 CM
 
King:
1 Bed Sheet - 270 x 260 CM
1 Quilt Cover - 265 X 240 CM
4 Pillow Covers - 48 X 76 CM","PKR 5,200","PKR 2,600",50,Single/King
50,Artisan Gold 4 Pcs Wash Cloth Set,"4 PC WASHCLOTH SET
Washcloth is an everyday luxury for your bathroom. These washcloths are made from 100% cotton and will give your skin a very soft feel.
With our washcloth, you are able to create your own spa in your bathroom.
Each pack contains 4 luxury washcloths, in a beautiful packaging.

Size – 30cm x 30cm (12x12 inches)
Reasons To Shop With Ideas:

FREE Nationwide Delivery
We offer FREE of cost delivery across Pakistan. There is no spending limit to avail free delivery. Products starting from as low as PKR 450 will be delivered to your address without any additional charges.
24x7x365 Customer Support
We offer uninterrupted, real-time online customer support with Live chat on our website. You can contact us on our Facebook Page. Our email handling services are available to assist you with all your queries, simply contact our customer care department by emailing us at customerservice@gulahmedshop.com or you can call us at +92-21-111-143-327.
Payment security and Convenience
We have secure integrated channels to offer you a seamless online payment experience. For the convenience of our customers we also offer Cash on Delivery nationwide for quick and easy distribution.
30-Days Return/Exchange Policy
You may return a product within 30 days of delivery. Products purchased online can be exchanged from any of our branches nationwide even suring sale period. For the utmost convenience of our customers we offer pick-up from your doorstep. If you need to return a product, contact our customer care department by emailing us at customerservice@gulahmedshop.com or call us at +92-21-111-143-327.
FREE Worldwide Shipping*
Don't live in Pakistan? Worry not. We offer FREE global shipping on all orders above 150USD. During SALE periods we offer FREE worldwide shipping on all orders above 250USD",PKR 700,PKR 350,50,
51,WCS19-BDS-009 Complete Bed Set,"COMPLETE BED SET
Sizes:
Single:
1 Bed Sheet - 160 x 260 CM
1 Quilt Cover - 152 X 240 CM
2 Pillow Covers - 48 X 76 CM
 
Double:
1 Bed Sheet - 240 x 260 CM
1 Quilt Cover - 230 X 240 CM
4 Pillow Covers - 48 X 76 CM
 
King:
1 Bed Sheet - 270 x 260 CM
1 Quilt Cover - 265 X 240 CM
4 Pillow Covers - 48 X 76 CM","PKR 7,800","PKR 3,900",50,Double/King
52,WCS19-BDS-002 Complete Bed Set,"COMPLETE BED SET
Sizes:
Single:
1 Bed Sheet - 160 x 260 CM
1 Quilt Cover - 152 X 240 CM
2 Pillow Covers - 48 X 76 CM
 
Double:
1 Bed Sheet - 240 x 260 CM
1 Quilt Cover - 230 X 240 CM
4 Pillow Covers - 48 X 76 CM
 
King:
1 Bed Sheet - 270 x 260 CM
1 Quilt Cover - 265 X 240 CM
4 Pillow Covers - 48 X 76 CM","PKR 5,200","PKR 2,600",50,Single/King
53,Autumn Tale T-150 Quilt Cover Set,"Quilt Cover 
Craftily extracted in shades of autumn Ochres and tones of greys these palm leaves bring tropical feel to your bedroom space. This design will wow you and will lift your room space.
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 4,550","PKR 2,730",40,Double
54,Tartan T-150 Quilt Cover Set,"Quilt Cover
This Quilt set offers a classic and cozy update for your bedroom. This set features a plaid print for a casual look. This bedding is a perfect treat to dress up your room this winter.
Quilt Cover Set:
Package Includes:
Single

1 Quilt Cover
1 Pillowcase

Double & King:

1 Quilt Cover
2 Pillowcases

Size: 

Single: 152x240 cm
Double: 230x240 cm
King: 265x240 cm","PKR 3,550","PKR 2,130",40,Single/King
55,Tartan T-150 Bed Sheet Set,"Sheet Set
The hounds tooth striped sheet with the hues of blues give a cozy update to your bedroom.
Bed Sheet Set:
T-150 – Easy Care Collection

Easy care
Non- Iron
Wrinkle Resistance
High Strength
Durable
Affordable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 1,800","PKR 1,080",40,Double/Single/King
56,Taupe Double Ply Fleece,"Package Includes:

1 Ply Fleece

Size:

Single: 145x240 cm
Double: 200x240 cm


Double Ply Fleece Throw
Add a touch of elegance and warmth to your home with the finest quality and exclusive Double Ply Reversible Fleece blankets. The fabulous feeling you get is captured in the softness of this blanket; this smooth blanket throw will keep you cozy during the long cold winter while giving your bed elegant opulence.","PKR 6,500","PKR 3,250",50,Double
57,Rosy Single Ply Fleece,"Package Includes:

1 Ply Fleece

Size:

Single: 145x240 cm
Double: 200x240 cm

 
Single Ply Fleece Throw
Soft and cozy, these printed blankets feature unique homely designs that will suit any aesthetic. The top of the blanket has a velvety feel, while the opposite side is smoother and resembles wool.","PKR 5,500","PKR 2,750",50,Double
58,Vibrant Single Ply Fleece,"Package Includes:

1 Ply Fleece

Size:

Single: 145x240 cm
Double: 200x240 cm

 
Single Ply Fleece Throw
Soft and cozy, these printed blankets feature unique homely designs that will suit any aesthetic. The top of the blanket has a velvety feel, while the opposite side is smoother and resembles wool.","PKR 4,400","PKR 2,200",50,Single
59,White Carded Bathrobe 19,"Carded Bathrobe
Made from super absorbent cotton terry, our robe brings warmth and luxury with a full shawl collar and two patch pockets. Available in a range of fashionable colors, this bathrobe is suitable for both men and women.
Features:

Extra Absorbent
Premium Quality
Soft & Comfortable
Unisex","PKR 3,050","PKR 2,135",30,X-Small/Small/Large
60,Malaga Carded Bathrobe,"Carded Bathrobe
Made from super absorbent cotton terry, our robe brings warmth and luxury with a full shawl collar and two patch pockets. Available in a range of fashionable colors, this bathrobe is suitable for both men and women.
Features:

Extra Absorbent
Premium Quality
Soft & Comfortable
Unisex","PKR 3,500","PKR 2,450",30,Large/X-Large
61,Artisan Gold Carded Bathrobe,"Carded Bathrobe
Made from super absorbent cotton terry, our robe brings warmth and luxury with a full shawl collar and two patch pockets. Available in a range of fashionable colors, this bathrobe is suitable for both men and women.
Features:

Extra Absorbent
Premium Quality
Soft & Comfortable
Unisex","PKR 3,050","PKR 2,135",30,X-Small/Small/Medium/Large
62,Pebble Velour Bathrobe,"Velour Bathrobe
These luxurious robes have a premium quality velour exterior, giving a wonderful velvety feel and absorbent 100% cotton toweling on the interior. Available in a range of fashionable colors, this bathrobe is suitable for both men and women. This includes pair of slippers.
 Features:

Extra Absorbent
Premium Quality
Soft & Comfortable
Unisex","PKR 4,450","PKR 3,115",30,Medium/X-Large
63,Ocean Depth Velour Bathrobe,"Velour Bathrobe
 These luxurious robes have a premium quality velour exterior, giving a wonderful velvety feel and absorbent 100% cotton toweling on the interior. Available in a range of fashionable colors, this bathrobe is suitable for both men and women. This includes pair of slippers.
 Features:

Extra Absorbent
Premium Quality
Soft & Comfortable
Unisex","PKR 4,250","PKR 2,975",30,X-Small
64,Cream Velour Bathrobe 19,"Velour Bathrobe
 These luxurious robes have a premium quality velour exterior, giving a wonderful velvety feel and absorbent 100% cotton toweling on the interior. Available in a range of fashionable colors, this bathrobe is suitable for both men and women. This includes pair of slippers.
 Features:

Extra Absorbent
Premium Quality
Soft & Comfortable
Unisex","PKR 4,350","PKR 3,045",30,Small/Large/X-Large
65,Forest Grey Carded Bathrobe,"Carded Bathrobe
Made from super absorbent cotton terry, our robe brings warmth and luxury with a full shawl collar and two patch pockets. Available in a range of fashionable colors, this bathrobe is suitable for both men and women.
Features:

Extra Absorbent
Premium Quality
Soft & Comfortable
Unisex","PKR 3,700","PKR 2,590",30,X-Large
66,Desert Sage Carded Bathrobe,"Carded Bathrobe
Made from super absorbent cotton terry, our robe brings warmth and luxury with a full shawl collar and two patch pockets. Available in a range of fashionable colors, this bathrobe is suitable for both men and women.
Features:

Extra Absorbent
Premium Quality
Soft & Comfortable
Unisex","PKR 3,700","PKR 2,590",30,X-Large
67,Blue Curacao Carded Bathrobe,"Carded Bathrobe
Made from super absorbent cotton terry, our robe brings warmth and luxury with a full shawl collar and two patch pockets. Available in a range of fashionable colors, this bathrobe is suitable for both men and women.
Features:

Extra Absorbent
Premium Quality
Soft & Comfortable
Unisex","PKR 3,400","PKR 2,380",30,Medium/Large
68,Bleach Denim Dyed Combed Embroidered Towel,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 800,PKR 400,50,Hand Towel
69,Artisan Gold Dyed Combed Embroidered Towel,"Combed Towel
Pamper yourself after every bath with our irresistibly soft and finely combed towels. Made from 100% fine Cotton.
As the name implies, combed cotton has literally been ""combed"" to remove short, uneven fibers and debris resulting in longer, stronger and more lustrous cotton perfect for weaving.
Available in:

Hand Towel: 50x100 cm
Bath Towel: 70x140 cm
Bath Sheet: 100x150 cm",PKR 800,PKR 400,50,Hand Towel
70,WCS19-BDS-003 Complete Bed Set,"COMPLETE BED SET
Sizes:
Single:
1 Bed Sheet - 160 x 260 CM
1 Quilt Cover - 152 X 240 CM
2 Pillow Covers - 48 X 76 CM
 
Double:
1 Bed Sheet - 240 x 260 CM
1 Quilt Cover - 230 X 240 CM
4 Pillow Covers - 48 X 76 CM
 
King:
1 Bed Sheet - 270 x 260 CM
1 Quilt Cover - 265 X 240 CM
4 Pillow Covers - 48 X 76 CM","PKR 5,200","PKR 2,600",50,Single/King
71,AW19-037 Bed Sheet Set,"Bed Sheet Set:
Features:

Easy Care
Durable
Wrinkle Resistant
Non-Iron
Soft & Comfortable

Package Includes:
Single:

1 Bed Sheet
1 Pillowcase

Double & King:

1 Bed Sheet
2 Pillowcases

Size:

Single: 160x260 cm
Double: 240x260 cm
King: 270x260 cm","PKR 1,700",PKR 850,50,Double/Single/King
